occupation,hisco,STATUS,PRODUCT,RELATION,id,comment,title_hisco,checking_needed,RANK,SECTOR,INDUSTRY,drop,engl_descr
rüschenfabrikant,79130,,,,4679,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
herrenkonfektionsgeschäft,79130,Business,,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
inhaber eines herrenkonfektionsgeschäfts,79130,"Owner, proprietor",,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
steppdeckenfabrikant,79190,,,,5351,,Other Tailors and Dressmakers,0,,B,87,0,
steppdeckenfabrik,79190,Business,,,5351,,Other Tailors and Dressmakers,0,,B,87,0,
wäschefabrikant,79140,,,,5962,,Dressmaker,0,,B,87,0,
wäschefabrik,79140,Business,,,5962,,Dressmaker,0,,B,87,0,
wäschefabrik en gros,79140,Business,,,5962,,Dressmaker,0,,B,87,0,
juponsfabrikant,79130,,,,2856,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
damenmäntelfabrikant,79140,,,,893,,Dressmaker,0,,B,87,0,
damenmäntelfabrik,79140,Business,,,893,,Dressmaker,0,,B,87,0,
inhaber eines damenkonfektionsgeschäfts,79130,"Owner, proprietor",,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
konfektionär,79130,,,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
wäschekonfektionär,79130,,,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
konfektionsgeschäft,79130,Business,,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
weißwarenkonfektionsgeschäft,79130,Business,,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
inhaber eines konfektionsgeschäfts,79130,"Owner, proprietor",,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
inhaber eines weißwarengeschäfts,79140,"Owner, proprietor",,,6113,,Dressmaker,1,,B,87,0,
damenkonfektionsgeschäft,79130,Business,,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
weißwarengeschäft,79140,Business,,,6113,,Dressmaker,1,,B,87,0,
ausstattungsgeschäft,79130,Business,,,240,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
fabrik von ausstattungen,79130,Business,,,240,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
konfektion,79130,Business,,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
weißwarenfabrikant,79140,,,,6113,,Dressmaker,1,,B,87,0,
weißwarenfabrik,79140,Business,,,6113,,Dressmaker,1,,B,87,0,
inhaber eines wäschegeschäfts,79140,"Owner, proprietor",,,5962,,Dressmaker,0,,B,87,0,
damenkonfektion,79130,Business,,,2957,,"Tailor, Ready-to-Wear Garments",0,,B,87,0,
blumengeschäft,79990,Business,,,566,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
putzmacher,79990,,,,4453,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",1,,B,88,0,
inhaber eines modebazars,79100,"Owner, proprietor",,,3723,,"Tailor, Ready-to-Wear Garments",0,,B,88,0,
federfabrikant,79990,,,,4451,"coded as Putzfederfabrikant, could refer to other occupations","Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
federarbeiter,79990,,,,0,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
federnfabrik,79990,Business,,,4451,"coded as Putzfederfabrikant, could refer to other occupations","Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
blumenarbeiter,79990,,,,571,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
inhaber eines putzgeschäfts,79990,"Owner, proprietor",,,4453,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",1,,B,88,0,
putzgeschäft,79990,Business,,,4453,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",1,,B,88,0,
modewarenfabrik,79100,,,,3723,,"Tailor, Ready-to-Wear Garments",0,,B,88,0,
modewarenfabrikant,79100,Business,,,3723,,"Tailor, Ready-to-Wear Garments",0,,B,88,0,
modewarengeschäft,79100,Business,,,3723,,"Tailor, Ready-to-Wear Garments",0,,B,88,0,
inhaber eines modewarengeschäfts,79100,"Owner, proprietor",,,3723,,"Tailor, Ready-to-Wear Garments",0,,B,88,0,
inhaber eines blumengeschäfts,79990,"Owner, proprietor",,,566,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
fabrik für künstliche blumen,79990,Business,,,566,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
putzfedernfabrikant,79990,,,,4451,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
putzfedernfabrik,79990,Business,,,4451,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
inhaber einer putzfedernfabrik,79990,"Owner, proprietor",,,4451,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
putzfederfabrikant,79990,,,,4451,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
putzfederfabrik,79990,Business,,,4451,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
inhaber einer putzfederfabrik,79990,"Owner, proprietor",,,4451,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
myrthenfabrikant,79990,,,,566,coded as Blumenfabrikant,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
modebazar,79100,Business,,,3723,,"Tailor, Ready-to-Wear Garments",0,,B,88,0,
modist,79320,,,,3729,,"Milliner, General",0,,B,88,0,
damenmodist,79320,,,,3729,,"Milliner, General",0,,B,88,0,
blumenmacher,79990,,,,571,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
inhaber eines modegeschäfts,79100,"Owner, proprietor",,,3723,,"Tailor, Ready-to-Wear Garments",0,,B,88,0,
modegeschäft,79100,Business,,,3723,,"Tailor, Ready-to-Wear Garments",1,,B,88,0,
blumenfabrikant,79990,,,,566,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
blumenfabrik,79990,Business,,,566,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,88,0,
inhaber eines hutgeschäfts,79310,"Owner, proprietor",,,2479,,"Hat Maker, General",0,,B,89,0,
inhaber eines mützengeschäfts,79310,"Owner, proprietor",,,3786,,"Hat Maker, General",0,,B,89,0,
hutmacher,79310,,,,2486,,"Hat Maker, General",0,,B,89,0,
filzfabrikant,75945,,,,1416,may be wrong coded,Fur Fibre Mixer (Machine),1,,B,89,0,
filzfabrik,75945,Business,,,1416,may be wrong coded,Fur Fibre Mixer (Machine),1,,B,89,0,
hasenhaarschneider,79200,,,,0,,"Fur Tailor or Related Worker, Specialisation Unknown",0,,B,89,0,
kürschner,79200,,,,3122,,"Fur Tailor or Related Worker, Specialisation Unknown",0,,B,89,0,
kürschnermeister,79200,Master,,,3122,,"Fur Tailor or Related Worker, Specialisation Unknown",0,,B,89,0,
filzwarenfabrik,79990,Business,,,0,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,89,0,
filzwarenfabrikant,79990,,,,0,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,89,0,
filzschuhmacher,79990,,,,1415,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,89,0,
mützenmacher,79310,,,,3786,,"Hat Maker, General",0,,B,89,0,
mützengeschäft,79310,Business,,,3786,,"Hat Maker, General",0,,B,89,0,
schilderfabrikant,79390,,,,4835,could also refer to wooden signs,Other Milliners and Hat Makers,0,,B,89,0,
konkardenfabrikant,79390,,,,0,,Other Milliners and Hat Makers,0,,B,89,0,
filzschuhfabrikant,79990,,,,1415,maybe wrong coded,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",1,,B,89,0,
hutfabrikant,79310,,,,2479,,"Hat Maker, General",0,,B,89,0,
hutfabrik,79310,Business,,,2479,,"Hat Maker, General",0,,B,89,0,
filzhutfabrikant,75950,,,,6183,,Felt Hood Former,0,,B,89,0,
filzhutfabrik,75950,Business,,,6183,,Felt Hood Former,0,,B,89,0,
mützenschirmfabrikant,79310,,,,3787,,"Hat Maker, General",0,,B,89,0,
mützenfabrikant,79310,,,,3786,,"Hat Maker, General",0,,B,89,0,
mützenfabrik,79310,Business,,,3786,,"Hat Maker, General",0,,B,89,0,
hutfourniturenfabrikant,79390,,,,2484,,Other Milliners and Hat Makers,0,,B,89,0,
hutfutterfabrik,79390,Business,,,2484,,Other Milliners and Hat Makers,0,,B,89,0,
mützenarbeiter,79310,,,,3786,,"Hat Maker, General",0,,B,89,0,
hutgeschäft,79310,Business,,,2479,,"Hat Maker, General",0,,B,89,0,
Kaolinschlämmereien,,,,,2709,,,,,B,9,0,
Kleigräber,,,,,2861,,,,,B,9,0,
Feldspathbrüche,,,,,1364,,,,,B,9,0,
Porzellanerdegräber,,,,,4297,,,,,B,9,0,
Kaolingruben,,,,,2708,,,,,B,9,0,
Massemühlen,,,,,3573,,,,,B,9,0,
Massebereiter ,,,,,3572,,,,,B,9,0,
Glasurmühlen,,,,,1912,,,,,B,9,0,
Thonschlämmereien,,,,,5667,,,,,B,9,0,
Thongruben,,,,,5663,,,,,B,9,0,
Lehmgräber,,,,,3331,,,,,B,9,0,
Thonzurichtereien,,,,,5670,,,,,B,9,0,
Wackenmüller,,,,,5956,,,,,B,9,0,
lenzinfabrikant,,,,,3381,,,,,B,9,0,
Quarzmüller,,,,,4462,,,,,B,9,0,
inhaber eines handschuhgeschäfts,79475,"Owner, proprietor",,,2138,,"Glove Cutter, Leather or other material",0,,B,90,0,
korsettgeschäft,79190,Business,,,3013,,Other Tailors and Dressmakers,0,,B,90,0,
schlipsfabrikant,79190,,,,3053,,Other Tailors and Dressmakers,0,,B,90,0,
handschuhfabrikant,79475,,,,2138,,"Glove Cutter, Leather or other material",0,,B,90,0,
handschuhfabrik,79475,Business,,,2138,,"Glove Cutter, Leather or other material",0,,B,90,0,
inhaber eines korsettgeschäfts,79190,"Owner, proprietor",,,3013,,Other Tailors and Dressmakers,0,,B,90,0,
handschuhmacher,79475,,,,2141,,"Glove Cutter, Leather or other material",0,,B,90,0,
handschuhmacherei,79475,Business,,,2141,,"Glove Cutter, Leather or other material",0,,B,90,0,
kravattenfabrikant,79190,,,,3053,,Other Tailors and Dressmakers,0,,B,90,0,
krawattenfabrikant,79190,,,,3053,,Other Tailors and Dressmakers,0,,B,90,0,
kravattenfabrik,79190,Business,,,3053,,Other Tailors and Dressmakers,0,,B,90,0,
krawattenmacher,79190,,,,3053,,Other Tailors and Dressmakers,0,,B,90,0,
handschuhgeschäft,79475,Business,,,2138,,"Glove Cutter, Leather or other material",0,,B,90,0,
korsettfabrikant,79190,,,,3013,,Other Tailors and Dressmakers,0,,B,90,0,
schnürleibfabrikant,79190,,,,3013,,Other Tailors and Dressmakers,0,,B,90,0,
fischbeinfabrik,79190,Business,,,0,,Other Tailors and Dressmakers,1,,B,90,0,
korsettfabrik,79190,Business,,,3013,,Other Tailors and Dressmakers,0,,B,90,0,
schuhwarenfabrikant,80110,,,,0,,"Shoe-maker, General",1,,B,91,0,
schuhwarenfabrik,80110,Business,,,0,,"Shoe-maker, General",1,,B,91,0,
alträußler,,,,,80,,,,,B,91,0,
pantoffelfabrikant,79990,,,,4077,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,91,0,
schäftefabrikant,80230,,,,4765,may be miscoded,Uppers Preparer,1,,B,91,0,
schäftefabrik,80230,Business,,,4765,may be miscoded,Uppers Preparer,1,,B,91,0,
inhaber eines schuhgeschäfts,80110,"Owner, proprietor",,,4937,,"Shoe-maker, General",0,,B,91,0,
pantoffelmacher,79990,,,,4077,,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",0,,B,91,0,
schuhgeschäft,80110,Business,,,4937,,"Shoe-maker, General",0,,B,91,0,
gummischuhgeschäft,80110,Business,,,0,,"Shoe-maker, General",0,,B,91,0,
schuhmacher,80110,,,,4942,,"Shoe-maker, General",0,,B,91,0,
schuster,80110,,,,4942,,"Shoe-maker, General",0,,B,91,0,
schuhmacherei,80110,Business,,,4942,,"Shoe-maker, General",0,,B,91,0,
schuhmachermeister,80110,Master,,,4942,,"Shoe-maker, General",0,,B,91,0,
schuhfabrikant,80110,,,,4937,,"Shoe-maker, General",0,,B,91,0,
schuhfabrik,80110,Business,,,4937,,"Shoe-maker, General",0,,B,91,0,
badewärter,57070,,,,260,coded as Bader,Bath Attendant,0,,B,92,0,
inhaber eines barbiergeschäfts,57030,"Owner, proprietor",,,316,,Barber Hairdresser,0,,B,92,0,
haararbeiter,57090,,,,0, a wit maker/worker?,"Other Barbers, Hairdressers, Beauticians and Related Workers",1,,B,92,0,
hühneraugenoperateur,57040,,,,2444,,Beautician,0,,B,92,0,
badediener,57070,,,,260,,Bath Attendant,0,,B,92,0,
barbier,57030,,,,316,,Barber Hairdresser,0,,B,92,0,
hundescheerer,57090,,,,2475,,"Other Barbers, Hairdressers, Beauticians and Related Workers",0,,B,92,0,
theaterfriseur,57025,,,,1580,,Women's or Men's Hairdresser,0,,B,92,0,
barbiergeschäft,57030,Business,,,316,,Barber Hairdresser,0,,B,92,0,
inhaber eines friseurgeschäfts,57025,"Owner, proprietor",,,1580,,Women's or Men's Hairdresser,0,,B,92,0,
perückenmacher,94990,,,,0,,Other Production and Related Workers Not Elsewhere Classified,0,,B,92,0,
haarkünstler,57025,,,,2072,,Women's or Men's Hairdresser,0,,B,92,0,
friseur,57025,,,,1580,,Women's or Men's Hairdresser,0,,B,92,0,
friseurgeschäft,57025,Business,,,1580,,Women's or Men's Hairdresser,0,,B,92,0,
coiffeur,57025,,,,862,,Women's or Men's Hairdresser,0,,B,92,0,
badeanstaltpächter,57070,"Lease-holder, share-cropper",,,257,,Bath Attendant,1,,B,93,0,
inhaber einer badeanstalt,57070,"Owner, proprietor",,,257,,Bath Attendant,1,,B,93,0,
badeanstaltsbesitzer,57070,"Owner, proprietor",,,257,,Bath Attendant,1,,B,93,0,
badeanstaltbesitzer,57070,"Owner, proprietor",,,257,,Bath Attendant,1,,B,93,0,
pächter einer badeanstalt,57070,"Lease-holder, share-cropper",,,257,,Bath Attendant,1,,B,93,0,
bademeister,57070,Master,,,259,,Bath Attendant,1,,B,93,0,
badeanstalt,57070,Business,,,257,,Bath Attendant,1,,B,93,0,
wäscher,56010,,,,6042,,"Launderer, General",0,,B,94,0,
wäscherei,56010,Business,,,6042,,"Launderer, General",0,,B,94,0,
inhaber einer wäscherei,56010,"Owner, proprietor",,,6042,,"Launderer, General",0,,B,94,0,
wäschereibesitzer,56010,"Owner, proprietor",,,6042,,"Launderer, General",0,,B,94,0,
wäschereiinihaber,56010,"Owner, proprietor",,,6042,,"Launderer, General",0,,B,94,0,
wäschereinigungsanstaltbesitzer,56010,"Owner, proprietor",,,6042,,"Launderer, General",0,,B,94,0,
waschgeschäft,56010,Business,,,6042,,"Launderer, General",0,,B,94,0,
kunstwäscher,56010,,,,6042,,"Launderer, General",0,,B,94,0,
inhaber einer bettfederreinigungsanstalt,56020,"Owner, proprietor",,,434,,Laundering Machine-Operator,0,,B,94,0,
plätter,56065,,,,4241,,Presser (Hand or Machine),0,,B,94,0,
plättfrau,56065,,,,4241,,Presser (Hand or Machine),0,,B,94,0,
wäschezurichter,79450,,,,5966,,"Garment Cutter, except Leather",0,,B,94,0,
inhaber einer plisseebrennanstalt,79190,"Owner, proprietor",,,4260,,Other Tailors and Dressmakers,0,,B,94,0,
rüschenbrennanstalt,79190,Business,,,0,,Other Tailors and Dressmakers,0,,B,94,0,
rüschenbrenner,79190,,,,0,,Other Tailors and Dressmakers,0,,B,94,0,
wäschebrenner,79190,,,,0,,Other Tailors and Dressmakers,0,,B,94,0,
wasch- und plättanstalt,56020,Business,,,6042,,Laundering Machine-Operator,0,,B,94,0,
waschmeister,56010,Master,,,6042,,"Launderer, General",1,,B,94,0,
inhaber einer plättanstalt,56060,"Owner, proprietor",,,4241,,Laundry Pressing Machine-Operator,0,,B,94,0,
plättanstaltsbesitzer,56060,"Owner, proprietor",,,4241,,Laundry Pressing Machine-Operator,0,,B,94,0,
feinwäscher,56010,,,,1352,,"Launderer, General",0,,B,94,0,
plättanstalt,56060,Business,,,4241,,Laundry Pressing Machine-Operator,0,,B,94,0,
bettfedernreiniger,56020,,,,434,,Laundering Machine-Operator,0,,B,94,0,
bettfederreinigungsanstalt,56020,Business,,,434,,Laundering Machine-Operator,0,,B,94,0,
bettreinigungsanstalt,56020,Business,,,434,,Laundering Machine-Operator,0,,B,94,0,
bettfedernreinigungsanstalt,56020,Business,,,434,,Laundering Machine-Operator,0,,B,94,0,
waschanstalt,56020,Business,,,6042,,Laundering Machine-Operator,0,,B,94,0,
korsettwaschanstalt,56020,Business,,,6042,,Laundering Machine-Operator,0,,B,94,0,
handschuhwaschanstalt,56020,Business,,,2145,,Laundering Machine-Operator,0,,B,94,0,
strohhutwaschanstaltbesitzer,56020,"Owner, proprietor",,,0,,Laundering Machine-Operator,0,,B,94,0,
strohhutwaschanstalt,56020,Business,,,0,,Laundering Machine-Operator,0,,B,94,0,
strohhutwäscher,56020,,,,0,,Laundering Machine-Operator,0,,B,94,0,
hutwäscher,56020,,,,0,,Laundering Machine-Operator,0,,B,94,0,
inhaber einer waschanstalt,56020,"Owner, proprietor",,,6042,,Laundering Machine-Operator,0,,B,94,0,
bügeler,56065,,,,717,,Presser (Hand or Machine),0,,B,94,0,
inhaber einer wasch- und plättanstalt,56020,"Owner, proprietor",,,6042,,Laundering Machine-Operator,0,,B,94,0,
feinplätter,56070,,,,4241,coded as a Presser (Hand),Presser (Hand),0,,B,94,0,
plisseeanstalt,79190,Business,,,4260,,Other Tailors and Dressmakers,0,,B,94,0,
inhaber einer handschuhwaschanstalt,56020,"Owner, proprietor",,,2145,,Laundering Machine-Operator,0,,B,94,0,
plisseebrenner,79190,,,,4260,,Other Tailors and Dressmakers,0,,B,94,0,
plisseebrennanstalt,79190,Business,,,4260,,Other Tailors and Dressmakers,0,,B,94,0,
bettfederreiniger,56010,,,,434,,"Launderer, General",0,,B,94,0,
wäschezuschneider,79450,,,,5966,,"Garment Cutter, except Leather",0,,B,94,0,
sammetschneider,79450,,,,0,,"Garment Cutter, except Leather",0,,B,94,0,
waschfrau,56010,,,,6041,,"Launderer, General",0,,B,94,0,
inhaber einer plisseeanstalt,79190,"Owner, proprietor",,,4260,,Other Tailors and Dressmakers,0,,B,94,0,
waschanstaltbesitzer,56020,"Owner, proprietor",,,6042,,Laundering Machine-Operator,0,,B,94,0,
waschanstaltsbesitzer,56020,"Owner, proprietor",,,6042,,Laundering Machine-Operator,0,,B,94,0,
waschanstaltsinhaber,56020,"Owner, proprietor",,,6042,,Laundering Machine-Operator,0,,B,94,0,
reinigungsanstalt,56020,Business,,,6042,,Laundering Machine-Operator,0,,B,94,0,
handschuhwäscher,56010,,,,2145,,"Launderer, General",0,,B,94,0,
chemische waschanstalt,56030,,,,803,,Dry-Cleaning Machine-Operator,0,,B,94,0,
teppichreiniger,56010,,,,0,,"Launderer, General",0,,B,95,0,
fleckenreinigungsanstalt,56050,Business,,,1483,,Spotter (Dry-Cleaner),0,,B,95,0,
kammerjäger,55290,,,,2651,,"Other Charworkers, Cleaners and Related Workers",0,,B,95,0,
fleckenreiniger,56050,,,,1483,,Spotter (Dry-Cleaner),0,,B,95,0,
inhaber einer fleckenreinigungsanstalt,56050,"Owner, proprietor",,,1483,,Spotter (Dry-Cleaner),0,,B,95,0,
atelier für architektur,02120,Business,,,199,,Building Architect,0,,B,96,0,
bauassistent,03310,,,,0,http://www.zeno.org/Roell-1912/A/Bauassistent?hl=bauassistent,"Civil Engineering Technician, General",0,,B,96,0,
bausekretär,03310,,,,0,,"Civil Engineering Technician, General",0,,B,96,0,
chausseeaufseher,97415,,,,792,http://www.enzyklo.de/Begriff/Chausseeaufseher,Exacavator (Hand Tools),0,,B,96,0,
chausseewärter,97415,,,,792,http://www.enzyklo.de/Begriff/Chausseeaufseher,Exacavator (Hand Tools),0,,B,96,0,
bautechniker,03310,,,,368,,"Civil Engineering Technician, General",0,,B,96,0,
atelier für architektur und bauausführung,02120,Business,,,199,,Building Architect,0,,B,96,0,
eisenbahnbauunternehmer,21960,,,,1076,,Transport Operations Managers,0,,B,96,0,
bauingenieur,02210,,,,339,,"Civil Engineer, General",0,,B,96,0,
bauwächter,58940,,,,0,,Watchman,0,,B,96,0,
bauwärter,58940,,,,0,,Watchman,0,,B,96,0,
regierungsbaumeister,02210,,,,344,,"Civil Engineer, General",1,,B,96,0,
bauführer,22675,,,,335,could also be coded as Clerk of Works (03340),Supervisor and General Foreman (Construction Work),0,,B,96,0,
bahnarbeiter,97415,,,,1070,could be miscoded,Exacavator (Hand Tools),0,,B,96,0,
techniker,03200,,,,5566,,"Technician, Specialisation Unknown",1,,B,96,0,
bautechnisches büro,02210,"Owner, proprietor",,,369,,"Civil Engineer, General",0,,B,96,0,
stadtbauschreiber,03310,,,,0,http://www.zeno.org/Pierer-1857/A/Bauamt,"Civil Engineering Technician, General",0,,B,96,0,
baubote,,,,,0,,,,,B,96,0,
privatbaumeister,02210,,,,344,,"Civil Engineer, General",0,,B,96,0,
kreisbaumeister,02210,,,,344,,"Civil Engineer, General",1,,B,96,0,
inhaber einer eisenbahngesellschaft,21960,"Owner, proprietor",,,1076,,Transport Operations Managers,0,,B,96,0,
baumeister,02210,,,,344,,"Civil Engineer, General",1,,B,96,0,
oberbaumeister,02210,,,,344,,"Civil Engineer, General",1,,B,96,0,
landbaumeister,02210,,,,344,,"Civil Engineer, General",0,,B,96,0,
zivilingenieur,02210,,,,852,,"Civil Engineer, General",1,,B,96,0,
bahnbaumeister,02240,,,,344,http://www.zeno.org/Roell-1912/A/Verwaltung?hl=eisenbahnbaumeister,Railway Construction Engineer,0,,B,96,0,
eisenbahningenieur,02240,,,,0,http://www.zeno.org/Roell-1912/A/Verwaltung?hl=eisenbahnbaumeister,Railway Construction Engineer,0,,B,96,0,
bauzeichner,03140,,,,0,,Civil Engineering Draughtsman,0,,B,96,0,
inhaber eines ateliers für architektur und bauausführung,02120,"Owner, proprietor",,,199,,Building Architect,0,,B,96,0,
bauschreiber,03310,,,,0,http://www.zeno.org/Pierer-1857/A/Bauamt,"Civil Engineering Technician, General",0,,B,96,0,
architekt,02120,,,,156,,Building Architect,0,,B,96,0,
baugeschäft,21110,Business,,,336,,General Manager,0,,B,96,0,
eisenbahnbaumeister,02240,,,,344,"http://www.zeno.org/Roell-1912/A/Verwaltung?hl=eisenbahnbaumeister, assumed high ranking",Railway Construction Engineer,1,,B,96,0,
baukundiger,,,,,,,,,,B,96,0,
inhaber eines baugeschäfts,21110,"Owner, proprietor",,,336,,General Manager,0,,B,96,0,
ingenieur,02000,,,,2535,social status may be overestimated; may also refer to military,"Engineers, Specialisation Unknown",1,,B,96,0,
schachtmeister,22675,,,,4759,http://www.zeno.org/Meyers-1905/A/Schachtmeister?hl=schachtmeister,Supervisor and General Foreman (Construction Work),0,,B,96,0,
